ano,sigla_uf,id_municipio,ibc,cobertura_pop_4g5g,fibra,densidade_smp,hhi_smp,densidade_scm,hhi_scm,adensamento_estacoes
2024.0,PR,4110953.0,73.07,94.5964,,58.25,54.0,74.5,72.0,29.21
2024.0,PR,4115101.0,49.85,90.6612,,33.62,52.0,40.11,42.0,25.17
2024.0,PR,4118204.0,73.64,98.4793,,70.33,65.0,77.5,70.0,29.7
2024.0,PR,4121257.0,66.65,59.7492,100.0,38.68,50.0,54.86,65.0,58.23
2024.0,SC,4202909.0,78.36,98.2646,100.0,66.61,65.0,83.4,78.0,30.27
2024.0,SC,4208450.0,80.35,96.981,100.0,84.7,66.0,100.0,50.0,37.63
2024.0,SC,4211892.0,57.65,48.5633,,46.53,63.0,42.75,68.0,67.32
2024.0,SC,4218350.0,71.67,86.6064,,39.83,59.0,77.73,31.0,51.35
2024.0,RS,4305850.0,38.99,73.9936,0.0,4.18,68.0,100.0,10.0,88.85
2024.0,RS,4311239.0,41.03,67.4584,,17.58,23.0,34.11,59.0,43.73
2024.0,RS,4314753.0,54.35,57.232,50.0,46.14,3.0,84.27,65.0,45.0
2024.0,RS,4315172.0,60.32,50.6801,100.0,58.8,2.0,65.85,3.0,72.5
2024.0,RS,4316105.0,58.22,83.3949,100.0,46.73,36.0,34.75,76.0,35.1
2024.0,RS,4318903.0,58.57,90.4928,,58.74,49.0,41.49,71.0,19.52
2024.0,RS,4321857.0,58.83,76.2313,,48.24,13.0,56.66,77.0,20.72
2024.0,RS,4322327.0,58.01,71.1266,100.0,49.34,63.0,18.34,55.0,42.99
2024.0,RS,4323200.0,64.13,77.1796,100.0,50.61,51.0,51.73,20.0,52.97
2024.0,MS,5008008.0,46.84,53.8911,100.0,50.68,57.0,15.28,82.0,16.54
2024.0,MT,5101704.0,58.05,85.6534,100.0,61.39,27.0,65.06,42.0,27.05
2024.0,MT,5103601.0,52.09,81.2924,50.0,63.4,35.0,36.1,52.0,63.17
2024.0,MT,5104203.0,49.41,81.5088,,58.44,48.0,33.9,23.0,66.46
2024.0,MT,5104807.0,59.43,91.8472,,72.45,52.0,51.97,43.0,21.99
2024.0,MT,5106158.0,30.56,47.599,50.0,12.4,38.0,17.66,75.0,17.66
2024.0,MT,5106505.0,50.67,74.296,100.0,60.68,49.0,31.16,34.0,22.39
2024.0,MT,5108303.0,33.96,65.0652,,42.75,8.0,39.84,38.0,51.32
2024.0,GO,5201108.0,69.68,99.377,,70.8,51.0,36.57,86.0,19.48
2024.0,GO,5204102.0,38.09,82.8617,,60.4,43.0,23.52,75.0,16.96
2024.0,GO,5204854.0,49.4,95.2348,50.0,55.31,1.0,2.37,64.0,11.84
2024.0,GO,5219357.0,29.59,53.3425,,23.64,10.0,11.74,54.0,42.18
2024.0,GO,5219712.0,58.62,91.6129,50.0,79.91,49.0,5.01,46.0,69.88
2023.0,RO,1101401.0,52.85,49.6234,,75.62,46.0,64.83,64.0,7.21
2023.0,AM,1300060.0,27.78,70.9997,,45.5,48.0,0.99,54.0,5.77
2023.0,RR,1400308.0,51.43,55.5786,,59.03,78.0,2.13,82.0,5.76
2023.0,PA,1503093.0,52.69,69.8783,,64.11,67.0,3.07,54.0,6.34
2023.0,TO,1713809.0,49.48,65.3168,100.0,60.85,26.0,1.91,63.0,8.55
2023.0,TO,1718808.0,34.66,94.0277,,74.15,3.0,0.18,41.0,14.82
2023.0,MA,2100402.0,23.57,37.6223,,61.35,32.0,8.55,11.0,9.69
2023.0,MA,2105989.0,48.91,55.3727,,70.07,3.0,6.71,66.0,5.9
2023.0,MA,2108504.0,54.78,90.8001,,41.39,65.0,14.83,70.0,4.64
2023.0,PI,2200277.0,48.13,76.1226,100.0,39.9,22.0,3.47,65.0,13.48
2023.0,PI,2201988.0,40.76,49.9274,100.0,46.72,1.0,3.55,21.0,10.67
2023.0,PI,2204204.0,54.05,84.5183,,57.91,56.0,9.93,35.0,10.11
2023.0,PI,2210102.0,47.34,64.5511,,62.16,1.0,6.32,27.0,12.63
2023.0,CE,2308500.0,51.18,72.7017,,43.81,72.0,9.09,54.0,9.38
2023.0,RN,2406304.0,32.8,85.924,0.0,43.08,54.0,6.15,68.0,11.35
2023.0,RN,2411429.0,31.21,85.5427,0.0,42.48,7.0,23.65,11.0,23.17
2023.0,PB,2504009.0,67.41,98.8506,100.0,85.18,87.0,61.3,65.0,7.25
2023.0,PB,2507606.0,31.65,89.0939,0.0,46.19,46.0,3.73,48.0,10.68
2023.0,PB,2508109.0,50.04,87.9218,100.0,44.51,29.0,0.59,60.0,9.43
2023.0,PE,2601508.0,56.66,99.707,100.0,53.7,66.0,0.18,74.0,8.03
2023.0,PE,2602100.0,32.98,76.0865,,56.08,61.0,3.39,74.0,5.18
2023.0,PE,2602506.0,31.28,86.4761,0.0,50.82,55.0,0.05,43.0,8.09
2023.0,PE,2604908.0,31.88,87.442,0.0,41.83,45.0,10.53,61.0,5.23
2023.0,PE,2605608.0,47.13,54.5959,100.0,44.39,70.0,1.75,70.0,5.12
2023.0,PE,2615003.0,65.14,96.1136,,90.35,80.0,8.01,69.0,80.0
2023.0,PE,2616100.0,44.94,60.5643,100.0,32.53,46.0,10.01,49.0,6.81
2023.0,BA,2902104.0,54.01,81.0749,100.0,51.0,80.0,3.87,66.0,7.8
2023.0,BA,2903003.0,27.11,56.2696,0.0,42.6,71.0,13.43,34.0,4.52
2023.0,BA,2905156.0,21.24,55.8662,,32.75,4.0,0.15,71.0,7.39
2023.0,BA,2929057.0,46.44,85.5597,,30.39,68.0,4.95,12.0,2.74
2023.0,MG,3105301.0,63.96,99.3787,100.0,85.5,27.0,12.16,69.0,21.02
2023.0,MG,3107505.0,67.2,91.1282,,90.45,61.0,29.39,54.0,15.35
2023.0,MG,3108552.0,43.01,89.5893,0.0,89.77,62.0,11.67,59.0,9.71
2023.0,MG,3109105.0,49.83,75.992,,51.03,21.0,20.63,21.0,5.73
2023.0,MG,3112505.0,66.17,99.9503,100.0,79.31,65.0,23.01,72.0,11.72
2023.0,MG,3116803.0,30.32,62.7876,0.0,55.64,56.0,6.36,58.0,7.65
2023.0,MG,3118601.0,71.69,100.0,,90.32,87.0,28.44,94.0,9.48
2023.0,MG,3120151.0,51.13,66.2558,,47.03,69.0,2.47,79.0,46.05
2023.0,MG,3121605.0,64.67,90.7815,100.0,89.93,52.0,21.73,53.0,13.1
2023.0,MG,3124708.0,61.78,89.9453,,80.68,47.0,18.5,16.0,30.05
2023.0,MG,3127503.0,55.47,78.1409,100.0,57.29,44.0,17.47,45.0,19.91
2023.0,MG,3140555.0,34.64,85.7888,0.0,55.32,53.0,0.67,89.0,6.86
2023.0,MG,3141504.0,32.6,72.3429,,54.87,65.0,2.0,69.0,11.14
2023.0,MG,3142601.0,63.5,95.3514,,78.06,88.0,18.61,23.0,17.48
2023.0,MG,3143005.0,61.67,90.0737,100.0,86.35,39.0,19.24,32.0,15.96
2023.0,MG,3150802.0,27.74,63.7698,,49.01,16.0,7.84,54.0,46.77
2023.0,MG,3156403.0,62.38,89.3897,100.0,80.19,48.0,12.45,72.0,18.45
2023.0,MG,3162658.0,31.21,75.1227,,57.4,0.0,0.34,90.0,15.73
2023.0,MG,3171154.0,32.03,92.5774,0.0,56.65,25.0,1.09,36.0,12.75
2023.0,ES,3203908.0,57.4,71.7385,,85.79,34.0,12.03,43.0,15.7
2023.0,ES,3205002.0,68.22,99.9547,100.0,90.36,63.0,21.16,85.0,9.24
2023.0,SP,3506102.0,69.97,99.6322,100.0,90.16,66.0,33.14,74.0,9.27
2023.0,SP,3510708.0,62.75,97.9645,100.0,73.73,68.0,14.62,55.0,14.68
2023.0,SP,3518206.0,68.1,96.5238,100.0,83.32,85.0,29.66,77.0,4.03
2023.0,SP,3531704.0,50.64,93.2357,,90.79,69.0,15.81,53.0,55.36
2023.0,SP,3536901.0,56.7,76.6119,,75.42,21.0,7.29,31.0,37.36
2023.0,SP,3537305.0,66.27,99.562,,85.47,76.0,14.33,78.0,9.12
2023.0,SP,3539103.0,64.15,99.8085,100.0,89.0,56.0,6.7,67.0,89.96
2023.0,SP,3540408.0,59.95,99.0748,,72.04,29.0,0.8,71.0,62.23
2023.0,SP,3547650.0,64.18,98.2072,,67.79,58.0,6.61,82.0,37.98
2023.0,SP,3553807.0,58.96,91.6495,100.0,76.66,28.0,21.22,35.0,7.7
2023.0,SP,3556404.0,66.43,99.5383,,89.36,84.0,22.02,42.0,6.23
2023.0,SP,3557154.0,62.75,92.3045,,85.28,8.0,12.96,65.0,30.94
2023.0,SP,3557303.0,67.81,99.1751,100.0,90.39,75.0,19.22,66.0,43.19
2023.0,PR,4101408.0,70.12,99.0685,100.0,90.03,68.0,29.24,83.0,12.16
2023.0,PR,4101853.0,37.6,81.3835,0.0,85.35,11.0,7.64,33.0,26.82
2023.0,PR,4103503.0,63.15,94.8534,100.0,78.01,64.0,11.12,79.0,11.95
2023.0,PR,4114302.0,67.44,93.6364,,81.32,79.0,29.85,75.0,44.62
2023.0,PR,4115903.0,42.28,80.8993,,82.05,69.0,2.92,77.0,27.92
2023.0,PR,4116950.0,64.71,81.133,100.0,85.56,45.0,24.8,64.0,26.05
2023.0,PR,4122206.0,58.8,80.6002,,81.3,50.0,12.94,56.0,6.1
2023.0,PR,4124020.0,61.35,96.3413,,63.61,65.0,23.3,59.0,7.9
2023.0,PR,4128559.0,60.44,86.7447,,60.3,67.0,21.84,74.0,12.67
2023.0,SC,4200804.0,51.78,74.8528,,43.94,31.0,20.35,60.0,10.51
2023.0,SC,4205902.0,69.87,98.3281,,89.72,81.0,29.12,75.0,9.18
2023.0,SC,4207908.0,52.62,50.7484,100.0,59.47,61.0,15.93,69.0,14.17
2023.0,SC,4209300.0,71.17,99.0068,,89.99,77.0,29.73,90.0,12.12
2023.0,SC,4212502.0,69.6,100.0,100.0,89.77,84.0,27.38,58.0,14.23
2023.0,SC,4215554.0,60.88,98.9333,,71.46,52.0,18.71,8.0,25.76
2023.0,SC,4215604.0,56.04,63.6486,,62.06,37.0,29.39,7.0,39.89
2023.0,SC,4219150.0,58.12,65.7543,100.0,76.92,60.0,2.17,87.0,23.78
2023.0,RS,4302501.0,48.61,59.8868,,52.75,50.0,97.24,48.0,10.61
2023.0,RS,4304705.0,69.24,98.5743,,84.04,67.0,33.62,79.0,10.78
2023.0,RS,4305009.0,60.95,76.9582,,67.7,66.0,24.96,74.0,14.41
2023.0,RS,4313037.0,61.26,92.3654,100.0,70.58,37.0,25.7,57.0,12.84
2023.0,RS,4315354.0,56.36,82.1391,100.0,50.25,5.0,39.19,51.0,15.98
2023.0,RS,4316451.0,59.31,87.8183,100.0,71.01,49.0,19.8,56.0,6.12
2023.0,MS,5004908.0,54.88,44.628,,76.09,69.0,77.83,77.0,26.25
2023.0,MT,5103858.0,39.33,33.6414,100.0,30.11,12.0,11.81,67.0,7.23
2023.0,MT,5107156.0,44.42,67.6333,100.0,24.96,25.0,4.07,35.0,29.44
2023.0,MT,5107263.0,52.68,53.9282,,53.79,66.0,12.31,62.0,24.8
2023.0,GO,5204557.0,53.66,89.3173,,65.27,3.0,17.64,23.0,9.24
2023.0,GO,5205208.0,54.27,85.8475,100.0,72.44,4.0,1.52,73.0,8.03
2023.0,GO,5205471.0,40.33,87.0458,,89.63,39.0,7.47,54.0,11.33
2023.0,GO,5207808.0,59.55,82.5617,,73.77,82.0,7.21,74.0,6.0
2023.0,GO,5211206.0,62.94,85.7112,,90.43,82.0,9.7,60.0,6.38
2023.0,GO,5212006.0,45.52,84.2707,100.0,12.79,42.0,2.77,49.0,21.37
2023.0,GO,5212303.0,58.31,77.513,100.0,63.32,63.0,11.92,81.0,16.67
2023.0,GO,5218003.0,65.04,85.0136,,83.17,84.0,20.52,76.0,9.87
2022.0,RO,1101401.0,49.79,50.2083,100.0,72.54,48.0,0.85,62.0,5.77
2022.0,AM,1303403.0,34.48,69.0369,0.0,72.99,55.0,0.34,81.0,4.84
2022.0,PA,1506807.0,61.81,77.2723,,91.92,64.0,4.38,93.0,7.33
2022.0,PA,1507201.0,25.3,51.6363,0.0,37.96,67.0,0.4,78.0,4.36
2022.0,PA,1507300.0,49.21,52.5609,100.0,42.3,88.0,10.68,75.0,3.31
2022.0,AP,1600238.0,55.2,73.2547,,68.49,57.0,12.5,49.0,7.5
2022.0,TO,1703057.0,49.61,58.6567,,67.07,3.0,1.51,75.0,14.67
2022.0,TO,1703305.0,25.64,75.5834,0.0,5.45,81.0,9.12,86.0,0.0
2022.0,TO,1720804.0,49.28,89.5163,,31.72,54.0,0.59,68.0,4.61
2022.0,TO,1721208.0,55.79,88.2412,100.0,58.91,83.0,2.15,66.0,2.21
2022.0,MA,2102002.0,48.32,52.126,100.0,45.32,72.0,8.31,71.0,5.03
2022.0,MA,2104602.0,25.99,68.4903,0.0,36.85,75.0,2.51,24.0,52.88
2022.0,MA,2109205.0,24.35,49.093,0.0,45.95,65.0,1.02,41.0,5.87
2022.0,PI,2201988.0,41.77,50.5487,100.0,43.72,2.0,1.21,57.0,8.53
2022.0,PI,2202703.0,44.55,59.1135,100.0,41.64,27.0,0.17,78.0,2.36
2022.0,PI,2202802.0,29.4,60.1986,0.0,68.64,4.0,8.26,58.0,6.76
2022.0,PI,2203354.0,36.75,42.7337,100.0,31.8,2.0,10.38,7.0,7.09
2022.0,PI,2205599.0,20.23,56.6102,,34.22,20.0,3.91,12.0,11.06
2022.0,PI,2210383.0,33.8,75.8363,0.0,57.24,61.0,5.09,59.0,14.68
2022.0,CE,2304657.0,49.3,85.7614,100.0,37.5,36.0,17.18,25.0,4.83
2022.0,CE,2305001.0,58.57,95.4957,,52.48,83.0,17.18,57.0,5.15
2022.0,CE,2309508.0,58.71,95.0597,100.0,54.47,47.0,20.94,77.0,5.93
2022.0,CE,2312205.0,52.58,66.19,,51.84,82.0,13.25,54.0,6.22
2022.0,CE,2314003.0,60.77,90.9652,,55.35,82.0,26.82,69.0,5.13
2022.0,RN,2405405.0,31.52,89.7145,,53.61,15.0,0.09,65.0,9.77
2022.0,RN,2407302.0,28.25,83.807,0.0,46.03,39.0,4.43,26.0,4.22
2022.0,RN,2413201.0,41.86,100.0,0.0,82.13,65.0,0.33,62.0,12.3
2022.0,PB,2500403.0,53.07,98.3025,100.0,42.9,44.0,9.22,57.0,3.17
2022.0,PB,2501609.0,51.83,75.3987,,54.53,36.0,10.02,68.0,3.87
2022.0,PB,2508208.0,29.99,99.7804,,49.72,9.0,9.2,8.0,6.39
2022.0,PE,2601706.0,61.45,91.4273,,66.75,60.0,22.38,82.0,3.56
2022.0,PE,2608503.0,30.72,100.0,,43.34,16.0,0.24,65.0,4.38
2022.0,AL,2705002.0,42.7,53.4365,100.0,40.49,31.0,7.33,38.0,3.05
2022.0,AL,2706703.0,59.38,89.2345,100.0,68.2,87.0,4.31,78.0,3.98
2022.0,SE,2802304.0,56.86,85.2894,,67.02,67.0,11.11,44.0,6.88
2022.0,BA,2903508.0,51.18,76.6493,100.0,51.04,24.0,16.73,54.0,4.52
2022.0,BA,2904050.0,43.58,51.0073,,41.33,29.0,23.81,1.0,5.26
2022.0,BA,2904902.0,50.19,90.6303,,28.93,85.0,1.56,56.0,3.99
2022.0,BA,2906857.0,51.4,63.3859,,61.78,55.0,11.81,46.0,4.65
2022.0,BA,2907806.0,48.04,69.0008,100.0,57.06,16.0,14.63,22.0,3.23
2022.0,BA,2912301.0,28.45,69.7134,0.0,53.81,41.0,5.7,39.0,3.59
2022.0,BA,2913804.0,48.99,75.687,100.0,33.65,75.0,1.93,66.0,7.29
2022.0,BA,2919207.0,69.87,100.0,100.0,94.39,86.0,20.65,85.0,5.57
2022.0,BA,2923407.0,44.35,46.8916,,55.37,22.0,5.89,48.0,4.15
2022.0,BA,2929503.0,63.86,98.1519,100.0,73.82,85.0,13.82,81.0,4.47
2022.0,BA,2931905.0,51.09,60.2506,100.0,60.2,44.0,13.02,66.0,2.73
2022.0,MG,3104452.0,18.91,62.8992,0.0,6.21,54.0,3.2,38.0,7.06
2022.0,MG,3108552.0,42.56,88.7228,0.0,89.01,69.0,13.09,54.0,5.55
2022.0,MG,3115102.0,63.01,87.5672,,76.85,86.0,19.04,73.0,2.91
2022.0,MG,3133204.0,33.12,83.8684,,57.26,71.0,9.22,20.0,5.99
2022.0,MG,3136900.0,38.15,92.083,,72.24,56.0,13.91,36.0,4.51
2022.0,MG,3143401.0,62.34,94.3794,100.0,70.02,83.0,17.84,71.0,2.77
2022.0,MG,3157252.0,52.67,92.9648,100.0,55.23,18.0,1.15,72.0,5.91
2022.0,MG,3164506.0,28.17,74.9602,0.0,39.52,45.0,0.3,68.0,8.26
2022.0,MG,3166709.0,37.12,93.96,0.0,69.59,62.0,0.59,57.0,4.8
2022.0,MG,3170438.0,51.15,65.7724,,63.23,54.0,9.45,11.0,17.41
2022.0,MG,3171402.0,40.81,95.8644,,73.6,48.0,7.09,66.0,18.01
2022.0,MG,3171907.0,35.0,87.2237,,58.27,59.0,4.5,47.0,14.64
2022.0,ES,3204302.0,48.54,76.4568,,49.31,13.0,13.25,34.0,76.59
2022.0,ES,3204807.0,62.51,98.5153,,74.37,29.0,24.68,60.0,12.25
2022.0,RJ,3300308.0,69.5,99.7355,100.0,80.58,69.0,37.42,84.0,7.0
2022.0,RJ,3302601.0,73.7,96.0899,,91.9,86.0,38.36,82.0,19.4
2022.0,SP,3509106.0,55.49,81.0608,100.0,31.67,78.0,16.71,71.0,27.43
2022.0,SP,3521200.0,34.21,71.0171,,61.45,16.0,22.58,42.0,20.59
2022.0,SP,3535200.0,57.43,98.0956,100.0,74.11,27.0,18.21,10.0,7.49
2022.0,SP,3536307.0,65.15,88.9339,100.0,72.67,86.0,34.69,67.0,3.45
2022.0,SP,3536604.0,61.33,92.5275,100.0,80.27,53.0,4.96,84.0,9.01
2022.0,SP,3549250.0,57.71,97.178,100.0,74.21,20.0,0.83,57.0,18.05
2022.0,SP,3552403.0,68.61,100.0,,78.25,88.0,37.17,66.0,3.52
2022.0,SP,3555406.0,75.06,99.2528,100.0,91.64,78.0,50.43,72.0,17.02
2022.0,SP,3556701.0,73.05,100.0,,91.9,84.0,44.15,67.0,8.48
2022.0,PR,4107306.0,65.54,99.1999,,80.15,64.0,19.58,69.0,13.17
2022.0,PR,4111308.0,56.75,99.0843,100.0,65.43,41.0,6.44,43.0,9.33
2022.0,PR,4113759.0,55.44,89.3784,,54.63,72.0,13.06,36.0,6.84
2022.0,PR,4116307.0,60.82,94.7424,,61.86,18.0,30.67,83.0,8.43
2022.0,PR,4120903.0,56.64,76.3867,,57.66,53.0,25.49,69.0,4.34
2022.0,SC,4211603.0,68.37,88.8643,,91.89,71.0,32.52,63.0,12.19
2022.0,SC,4211892.0,54.36,53.8034,100.0,55.27,81.0,18.2,58.0,22.56
2022.0,SC,4212908.0,66.99,99.2592,,77.37,75.0,34.44,61.0,100.0
2022.0,SC,4215653.0,62.7,91.8787,,91.98,68.0,14.6,31.0,6.81
2022.0,RS,4300034.0,35.05,50.509,0.0,83.72,17.0,15.53,75.0,15.98
2022.0,RS,4301925.0,48.95,76.3369,100.0,19.13,64.0,11.19,42.0,29.47
2022.0,RS,4302105.0,72.35,99.5455,,91.76,74.0,35.88,91.0,9.88
2022.0,RS,4303509.0,65.21,83.6474,100.0,75.86,74.0,32.96,82.0,7.5
2022.0,RS,4304408.0,72.33,99.2376,,85.15,84.0,69.29,81.0,8.85
2022.0,RS,4305934.0,46.69,76.9202,,21.92,23.0,21.9,21.0,20.73
2022.0,RS,4314464.0,49.01,54.9033,100.0,60.29,7.0,33.04,10.0,7.41
2022.0,RS,4315354.0,51.13,82.3878,100.0,55.47,10.0,13.74,28.0,12.78
2022.0,RS,4317004.0,54.58,57.2451,,64.91,49.0,20.31,69.0,11.86
2022.0,RS,4318622.0,33.54,50.4428,0.0,67.44,24.0,34.52,44.0,11.98
2022.0,RS,4318705.0,73.27,100.0,100.0,91.95,85.0,67.76,85.0,7.28
2022.0,RS,4320859.0,53.03,96.9599,,36.63,10.0,24.39,56.0,7.47
2022.0,RS,4322004.0,63.36,89.7595,,74.97,63.0,24.43,55.0,16.36
2022.0,MS,5003157.0,50.26,73.193,100.0,51.95,62.0,7.73,38.0,3.53
2022.0,MS,5006275.0,20.82,72.4244,,4.34,50.0,0.75,49.0,12.09
2022.0,MT,5106158.0,43.94,43.5589,100.0,26.12,59.0,17.76,64.0,6.11
2022.0,MT,5108303.0,25.96,64.2413,0.0,46.38,24.0,1.47,47.0,13.02
2022.0,MT,5108956.0,37.48,50.1837,100.0,12.94,15.0,59.24,39.0,4.01
2022.0,GO,5200308.0,65.92,90.3687,,91.96,65.0,13.97,85.0,11.1
2022.0,GO,5201702.0,57.77,97.6547,100.0,55.83,71.0,6.88,75.0,3.62
2022.0,GO,5206602.0,54.36,86.2694,100.0,31.58,65.0,27.12,40.0,17.08
2022.0,GO,5207352.0,23.85,73.4096,,19.27,27.0,22.08,13.0,8.33
2022.0,GO,5211404.0,64.69,86.466,,92.75,77.0,12.13,68.0,10.77
2022.0,GO,5214705.0,24.58,82.5738,,20.17,9.0,3.55,61.0,14.26
2022.0,GO,5214861.0,57.62,74.298,100.0,81.05,79.0,3.05,58.0,6.01
2022.0,GO,5216304.0,63.75,92.6591,,79.69,92.0,20.96,37.0,8.76
2022.0,GO,5217203.0,59.7,83.3812,,78.79,44.0,33.73,12.0,42.27
2021.0,RO,1100304.0,62.53,95.2162,,68.38,90.0,14.54,73.0,6.39
2021.0,RO,1101484.0,35.98,43.0751,100.0,21.28,18.0,0.91,34.0,10.36
2021.0,RO,1101492.0,48.56,54.9021,,47.41,61.0,6.13,82.0,3.66
2021.0,AC,1200427.0,40.93,39.5979,100.0,27.5,79.0,1.41,60.0,2.6
2021.0,AM,1300029.0,25.99,62.6872,0.0,29.21,68.0,0.22,84.0,4.7
2021.0,PA,1500347.0,33.9,31.4814,100.0,18.52,40.0,2.5,29.0,2.77
2021.0,PA,1508407.0,56.39,78.6341,,74.25,40.0,13.7,51.0,6.22
2021.0,TO,1710508.0,24.81,61.5393,,35.16,55.0,2.03,59.0,3.44
2021.0,TO,1718907.0,52.44,73.2896,100.0,75.92,15.0,0.75,29.0,21.13
2021.0,MA,2100402.0,38.81,37.5355,100.0,44.63,30.0,4.1,9.0,6.23
2021.0,MA,2104057.0,53.31,75.2388,,52.93,86.0,3.77,68.0,4.17
2021.0,CE,2300606.0,54.08,85.8578,,56.76,66.0,4.81,42.0,10.0
2021.0,CE,2303931.0,48.18,47.1977,,41.44,89.0,1.1,72.0,18.89
2021.0,CE,2306702.0,42.86,54.6824,100.0,30.88,61.0,7.7,31.0,5.67
2021.0,CE,2309409.0,49.49,81.0114,,48.07,36.0,7.78,36.0,6.26
2021.0,CE,2309805.0,52.66,82.3087,100.0,46.94,62.0,0.99,56.0,18.79
2021.0,RN,2400505.0,50.27,81.1718,100.0,48.91,43.0,5.91,50.0,3.8
2021.0,RN,2404606.0,17.86,48.926,,20.65,13.0,5.89,50.0,5.49
2021.0,RN,2404853.0,57.42,95.8695,,74.74,15.0,0.08,71.0,13.45
2021.0,RN,2405801.0,55.8,86.476,,65.26,59.0,10.16,38.0,7.27
2021.0,RN,2408904.0,56.3,87.565,,60.14,69.0,22.64,12.0,5.95
2021.0,RN,2411007.0,30.68,90.4562,0.0,59.5,3.0,100.0,14.0,11.53
2021.0,RN,2412906.0,25.78,69.1417,0.0,41.41,32.0,3.4,35.0,11.63
2021.0,RN,2414407.0,43.32,44.1604,,41.35,44.0,0.31,78.0,4.57
2021.0,PB,2500601.0,60.52,97.2271,100.0,68.15,80.0,0.55,86.0,7.76
2021.0,PB,2500734.0,29.94,68.7549,,60.68,20.0,2.37,35.0,42.23
2021.0,PB,2503001.0,58.51,99.5623,,56.06,77.0,0.27,86.0,8.15
2021.0,PB,2504009.0,66.81,98.6902,,87.71,77.0,20.11,66.0,7.2
2021.0,PB,2509602.0,49.53,78.9845,100.0,39.46,36.0,71.8,65.0,15.84
2021.0,PB,2514107.0,37.68,33.5936,100.0,19.64,35.0,1.33,60.0,17.49
2021.0,PE,2612406.0,50.73,93.2268,,36.87,51.0,6.61,43.0,7.53
2021.0,PE,2612901.0,46.13,82.9885,,21.12,48.0,0.12,71.0,6.33
2021.0,AL,2706802.0,54.75,99.2669,,50.21,51.0,0.04,69.0,8.63
2021.0,AL,2707701.0,65.78,99.5298,,87.47,77.0,8.26,83.0,8.49
2021.0,AL,2708204.0,49.56,89.848,,15.9,82.0,0.18,81.0,11.05
2021.0,SE,2800670.0,51.28,96.8919,,51.34,29.0,7.48,21.0,4.76
2021.0,BA,2901700.0,22.32,58.1362,,18.75,56.0,1.02,79.0,4.4
2021.0,BA,2903235.0,53.74,91.8835,,37.72,45.0,65.2,48.0,11.86
2021.0,BA,2904407.0,34.01,31.9462,,20.98,11.0,0.7,48.0,7.22
2021.0,BA,2907905.0,55.24,90.2961,100.0,58.52,77.0,1.25,53.0,5.91
2021.0,BA,2910206.0,65.14,97.6719,,89.21,78.0,0.65,72.0,18.93
2021.0,BA,2910776.0,43.42,44.6347,100.0,42.98,32.0,0.11,66.0,13.63
2021.0,BA,2915809.0,49.09,77.7558,100.0,43.64,67.0,4.69,37.0,3.43
2021.0,BA,2922706.0,40.45,43.673,100.0,31.06,32.0,1.18,76.0,3.12
2021.0,BA,2925204.0,56.99,91.2781,100.0,60.63,49.0,5.06,87.0,6.36
2021.0,BA,2932200.0,55.45,82.6063,,69.82,85.0,1.36,35.0,5.51
2021.0,BA,2933109.0,51.11,90.2428,100.0,57.81,12.0,7.11,15.0,13.9
2021.0,BA,2933158.0,53.29,70.4184,,71.98,51.0,4.57,58.0,2.05
2021.0,MG,3106309.0,56.87,92.3487,100.0,60.38,67.0,13.92,30.0,9.42
2021.0,MG,3107307.0,53.88,82.9593,100.0,63.13,36.0,6.65,58.0,6.61
2021.0,MG,3111002.0,52.38,63.8379,,58.99,30.0,55.95,69.0,6.1
2021.0,MG,3118502.0,57.18,69.8348,,60.98,11.0,21.67,56.0,43.17
2021.0,MG,3119203.0,47.95,60.5986,100.0,43.19,66.0,2.72,60.0,10.39
2021.0,MG,3120300.0,44.85,59.8611,100.0,43.03,8.0,7.48,58.0,8.58
2021.0,MG,3121407.0,57.86,71.7485,,77.49,77.0,0.29,74.0,52.1
2021.0,MG,3121605.0,64.74,90.4524,100.0,81.3,66.0,20.34,73.0,13.41
2021.0,MG,3123809.0,50.32,84.3923,100.0,47.34,15.0,6.05,59.0,10.65
2021.0,MG,3127354.0,47.43,67.391,,44.56,9.0,0.06,63.0,24.27
2021.0,MG,3130408.0,63.02,96.8761,,66.21,65.0,22.79,70.0,11.56
2021.0,MG,3132909.0,54.79,84.0759,100.0,59.5,44.0,7.69,68.0,7.62
2021.0,MG,3144003.0,52.73,70.4633,,60.86,55.0,3.33,71.0,7.63
2021.0,MG,3145703.0,56.87,71.82,,53.52,77.0,3.28,50.0,48.31
2021.0,MG,3148707.0,54.12,86.8513,100.0,50.83,58.0,5.48,72.0,6.34
2021.0,MG,3151305.0,57.34,89.8373,100.0,65.35,25.0,9.47,85.0,9.58
2021.0,MG,3157708.0,68.29,91.2204,,87.31,87.0,26.31,61.0,17.73
2021.0,MG,3164431.0,36.07,68.4185,0.0,62.41,64.0,4.52,76.0,25.37
2021.0,MG,3164472.0,54.82,83.1997,100.0,61.56,63.0,2.51,62.0,7.68
2021.0,SP,3518800.0,69.0,99.937,100.0,86.41,95.0,23.24,78.0,6.42
2021.0,SP,3519105.0,59.0,90.6968,100.0,64.54,51.0,15.43,70.0,8.57
2021.0,SP,3524808.0,62.9,98.6585,,79.55,42.0,14.56,76.0,8.86
